DATE,nber_recessions,real_personal_income_less_transfers,real_pce,real_gdp,real_gdi,real_avg_gdp_gdi,total_nonfarm_emp,emp_level,industrial_prod_index,real_manuf_trade_sales,log_real_personal_income_less_transfers,log_real_pce,log_real_gdp,log_real_gdi,log_real_avg_gdp_gdi,log_total_nonfarm_emp,log_emp_level,log_industrial_prod_index,log_real_manuf_trade_sales
1972Q3,0,4129.033,3429.362,5419.184,5381.869,5400.526,74038.0,82450.0,42.0,479498.0,0.07257539027240226,0.06117407611282551,0.03759801920044534,0.06496553088846932,0.051211100644671416,0.031186387221983067,0.027993420200768056,0.0963902063162421,0.0813049138969996
1972Q4,0,4255.611,3509.838,5509.926,5520.384,5515.155,74972.0,83002.0,43.0,504067.0,0.1207804334567185,0.09278257808313786,0.06642376934357364,0.10164684588908633,0.08401360497761912,0.05014494232799874,0.026690619544875876,0.09412198964077614,0.19987788976282667
1973Q1,0,4271.429,3573.918,5646.286,5618.943,5632.614,75972.0,83842.0,45.0,518084.0,0.014840336758544837,0.07237036170735095,0.09778716372788455,0.07078457935198898,0.08429550128648643,0.05300056341300523,0.040277485432848585,0.18184949630702965,0.10971278212300985
1973Q2,0,4307.063,3572.307,5707.755,5649.718,5678.737,76663.0,84797.0,45.0,513391.0,0.03323120656019456,-0.0018034696946048435,0.04331117039760787,0.0218482579338375,0.03262086421119697,0.03621736669774223,0.04530435825413747,0.0,-0.03639861272913184
1973Q3,0,4337.631,3584.881,5677.738,5667.916,5672.827,77119.0,85330.0,45.0,513156.0,0.02828845292080871,0.014054696270600766,-0.021091450003651285,0.012863477071876133,-0.004165065207920733,0.023721961555263408,0.02506371093968101,0.0,-0.0018313823262267358
1973Q4,0,4393.429,3574.188,5731.632,5727.532,5729.582,77853.0,86236.0,46.0,528332.0,0.051126676161793144,-0.01194904862829532,0.03778957179970522,0.041852882934042,0.039819984503377995,0.03789099907903696,0.04224652538906893,0.08791562687510067,0.11657992587934904
1974Q1,1,4309.075,3542.211,5682.353,5682.117,5682.235,78217.0,86709.0,46.0,525745.0,-0.07754700669498779,-0.03594763611989968,-0.034539597655040055,-0.03184339139483654,-0.03319174969304173,0.018658328186188882,0.021879842926462393,0.0,-0.01963427866673757
1974Q2,1,4260.137,3554.966,5695.859,5659.786,5677.823,78512.0,86834.0,46.0,523153.0,-0.04568777809655998,0.014377563059231175,0.009496048302311566,-0.015751168992189687,-0.00310702654640045,0.015057856471999389,0.0057622616465986855,0.0,-0.019769360042028238
1974Q3,1,4257.394,3570.236,5642.025,5629.119,5635.572,78622.0,87079.0,45.0,516673.0,-0.0025763335359280715,0.017144803336381166,-0.03798550386798157,-0.021732542129200057,-0.02987693538842193,0.005600316568976914,0.01127001027290743,-0.08791562687510092,-0.049855140276080435
1974Q4,1,4233.652,3518.05,5620.126,5562.075,5591.1,78182.0,86588.0,44.0,494846.0,-0.02236903380271398,-0.05889936485605885,-0.015555840158812298,-0.04792682680689001,-0.03169041198789736,-0.02244846584767087,-0.02261805907857551,-0.08989142340823451,-0.1726543047283665
1975Q1,1,4186.093,3547.557,5551.713,5498.836,5525.274,76953.0,85357.0,41.0,475233.0,-0.04518854745353893,0.03340935496431503,-0.04899021919322481,-0.04573922640940383,-0.04737283535309892,-0.06337838459263259,-0.057275106915297996,-0.28247026885581367,-0.1617655718830074
1975Q2,0,4192.303,3605.909,5591.382,5544.391,5567.887,76535.0,85332.0,40.0,470592.0,0.005929537001771407,0.06525876467279194,0.028479820072073888,0.03300141047833945,0.030731157406537493,-0.021786773344181443,-0.001171721677613147,-0.09877045036148609,-0.03925493403187476
1975Q3,0,4231.516,3657.158,5687.087,5657.136,5672.112,77050.0,86136.0,41.0,479823.0,0.037240385379864946,0.05644981720871563,0.06788672981205532,0.08052388394774636,0.07418362748088081,0.026825636889816706,0.03751164729613892,0.09877045036148566,0.07770323729271923
1975Q4,0,4276.405,3696.485,5763.665,5714.18,5738.923,77747.0,86497.0,42.0,484272.0,0.04220952831329004,0.04278410027020899,0.05350156332358764,0.04013219121728427,0.04684010763378964,0.03602161335914857,0.016729154968222252,0.0963902063162421,0.03691778574878527
1976Q1,0,4328.995,3770.391,5893.276,5832.79,5863.033,78789.0,87686.0,43.0,502236.0,0.048890840375009535,0.07918536598284567,0.08895393160221023,0.08217856071461799,0.08558193767776957,0.05325371242062228,0.05461008103959051,0.09412198964077614,0.14569358563179144
1976Q2,0,4383.369,3805.081,5936.515,5869.432,5902.974,79327.0,88591.0,44.0,509619.0,0.0499287733866691,0.03663427702564239,0.029240883498342408,0.025049683557072627,0.02715698089890511,0.027220626691143956,0.04107208320245858,0.09195807289879512,0.0583730358610529
1976Q3,0,4418.693,3845.144,5969.089,5914.149,5941.619,79714.0,89163.0,44.0,515628.0,0.03210537679674018,0.041895098501569056,0.02188823433494802,0.030358998445321195,0.026101453803557564,0.019466716825319762,0.02574353204451537,0.0,0.04688875018597562
1976Q4,0,4462.197,3895.034,6012.356,5932.679,5972.517,80200.0,89570.0,45.0,521265.0,0.0391891785478698,0.05156541973135247,0.028889462382082433,0.012513064331676245,0.020747165733350358,0.024313143129141023,0.018217148639965878,0.0898914234082343,0.043491897694164415
1977Q1,0,4485.256,3940.944,6083.391,5998.526,6040.959,81023.0,90359.0,46.0,536560.0,0.020617309574786906,0.04687152038359752,0.04698234290557932,0.04415156292288709,0.04557731033902376,0.04083820044362912,0.03508072883089819,0.08791562687510067,0.11567936845641089
1977Q2,0,4547.902,3962.314,6201.659,6139.214,6170.437,82101.0,91661.0,48.0,544493.0,0.055481818753736305,0.02163163807261203,0.07701826454150114,0.09273179421991351,0.0848275512466753,0.052868526675174436,0.05722545684396974,0.1702384576751836,0.05870677867143553
1977Q3,0,4603.613,3999.779,6313.559,6252.151,6282.855,83147.0,92409.0,48.0,550643.0,0.04870160904882268,0.03764364621986,0.07153082401716357,0.07291537441389553,0.07221933207073598,0.05063971584506675,0.03250955038358131,0.0,0.044926399286603844
